Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
llama2-7b-finetuned,Kesavananda Bharati Vs. State of Kerala,Kesavananda Bharati,State of Kerala,Extent of Parliament's power to amend the Constitution.,The petitioner challenged the constitutionality of land reform laws and argued that Parliament cannot alter fundamental rights.,High Court upheld the land reform laws but did not address the limitation on Parliament’s power to amend fundamental rights.,Petitioner contended that any amendment by Parliament that alters the basic structure of the Constitution is unconstitutional.,"Constitution of India, Article 368.",Basic structure doctrine and laws related to constitutional amendments.,No previous ruling on limiting the scope of constitutional amendments.,The Supreme Court ruled that Parliament's power to amend the Constitution is limited by the basic structure doctrine.,"The Supreme Court enshrined the basic structure doctrine, preventing Parliament from altering the fundamental features of the Constitution."
llama2-7b-finetuned,MC Mehta Vs. Union of India (Taj Trapezium Case),MC Mehta,Union of India,Protection of the Taj Mahal from environmental pollution.,"Pollution from surrounding industries was damaging the Taj Mahal, necessitating action for its protection.",High Court directed industries to take steps for pollution control and protect the Taj Mahal.,Petitioner argued for the relocation of polluting industries around the Taj Mahal to prevent further damage.,"Environmental Protection Act, 1986.",Air and Water Pollution Control Rules.,"Previous rulings on heritage site protection, environmental conservation, and pollution control.","The protection of heritage sites, such as the Taj Mahal, is essential and requires addressing environmental pollution.",Supreme Court mandated that polluting industries near the Taj Mahal must be relocated to preserve the integrity of the site.
llama2-7b-finetuned,DK Basu Vs. State of West Bengal,DK Basu,State of West Bengal,Guidelines for the protection of arrested individuals.,"The petition was filed in response to reports of custodial abuse, seeking guidelines to protect arrested individuals.",High Court recommended specific guidelines for police procedures and custodial safety.,Petitioner sought the introduction of measures to prevent custodial torture and ensure detainees' safety.,"Constitution of India, Article 21.",Guidelines on the treatment of detainees and arrest procedures.,Previous rulings on custodial abuse and human rights protection in detention.,"Fundamental rights, under Article 21, apply to individuals under arrest, guaranteeing protection from inhuman treatment.",Supreme Court mandated specific procedural safeguards to prevent custodial torture and protect detainees' rights.
llama2-7b-finetuned,Lily Thomas Vs. Union of India,Lily Thomas,Union of India,Disqualification of convicted legislators.,"The petition challenged Section 8(4) of the Representation of the People Act, arguing that convicted legislators should be disqualified immediately.",High Court upheld the provision allowing convicted legislators to remain in office while appealing.,Petitioner contended that Section 8(4) should be struck down to ensure convicted legislators are immediately disqualified.,"Representation of the People Act, 1951.",Disqualification rules for convicted individuals under electoral laws.,Past judgments on the disqualification of legislators and maintaining electoral integrity.,Allowing convicted legislators to remain in office undermines democratic values and governance integrity.,"Supreme Court ruled to strike down Section 8(4) of the Representation of the People Act, enforcing immediate disqualification for convicted lawmakers."
llama2-7b-finetuned,Peopleâ€™s Union for Civil Liberties Vs. Union of India,Peopleâ€™s Union for Civil Liberties (PUCL),Union of India,Right to privacy in telephone tapping cases.,PUCL argued that the government’s unrestricted power to tap phones violated privacy rights under Article 21.,High Court upheld the government’s authority to intercept communications for national security.,Petitioner contended that phone tapping without safeguards violates the right to privacy.,"Indian Telegraph Act, 1885.","Rules regarding surveillance, interception, and phone tapping for national security.",Legal precedents related to privacy and the right to freedom of speech.,Phone tapping constitutes an invasion of privacy and must be conducted with procedural safeguards.,Supreme Court emphasized the need for clear legal safeguards before phone tapping can be conducted.
llama2-7b-finetuned,S. R. Bommai Vs. Union of India,S. R. Bommai,Union of India,"The President dismissed the Karnataka government, citing Article 356, leading to challenges regarding the central government’s control over states.","The Karnataka government was dismissed by the President under Article 356, raising concerns over misuse of central authority.",High Court upheld the imposition of President’s rule by the central government.,Petitioner contended that the use of Article 356 was arbitrary and violated the principles of federalism.,"Constitution of India, Article 356.",Rules regarding presidential powers in the context of state governance.,Earlier decisions on the misuse of Article 356 and the role of judicial review.,The imposition of President’s rule under Article 356 is subject to judicial scrutiny to prevent arbitrary action.,Supreme Court ruled that presidential action under Article 356 must be justifiable and subject to judicial review.
llama2-7b-finetuned,Mohd. Ahmed Khan Vs. Shah Bano Begum,Mohd. Ahmed Khan,Shah Bano Begum,Right of a Muslim woman to maintenance under Section 125 CrPC.,"Shah Bano, divorced by her husband, sought maintenance under Section 125 CrPC after being denied by her husband, citing Muslim Personal Law limitations.","High Court granted Shah Bano maintenance, ruling that Section 125 CrPC applies regardless of religion.","Petitioner argued that maintenance rights should be governed by Muslim Personal Law, which limits support beyond the iddat period.","Code of Criminal Procedure, 1973.","Section 125 of CrPC, Muslim Personal Law governing divorce and maintenance.",Prior rulings on the scope of maintenance for divorced women under Section 125 CrPC.,"A woman, regardless of her religion, is entitled to maintenance under Section 125 CrPC if she is unable to maintain herself.","Supreme Court upheld Shah Bano's right to maintenance, asserting that Section 125 CrPC applies universally."
llama2-7b-finetuned,I. R. Coelho Vs. State of Tamil Nadu,I. R. Coelho,State of Tamil Nadu,Whether laws placed in the Ninth Schedule are subject to judicial review.,"The State of Tamil Nadu had placed laws in the Ninth Schedule, avoiding judicial scrutiny, which the petitioner argued violated fundamental rights.",High Court upheld the immunity of laws placed in the Ninth Schedule from judicial review.,Petitioner argued that laws placed in the Ninth Schedule should not be shielded from judicial scrutiny if they violate fundamental rights.,"Constitution of India, Article 31B and Ninth Schedule.",Article 31B and the Ninth Schedule provisions for safeguarding laws.,"Precedents on judicial review, especially the Kesavananda Bharati case and Basic Structure Doctrine.","Laws placed in the Ninth Schedule must conform to the Constitution’s Basic Structure, and any violation of fundamental rights is subject to judicial review.","Supreme Court ruled that laws in the Ninth Schedule are not entirely immune to judicial review, especially if they violate the Constitution’s Basic Structure."
llama2-7b-finetuned,Vellore Citizens Welfare Forum Vs. Union of India,Vellore Citizens Welfare Forum,Union of India,Environmental pollution caused by tannery industries in Tamil Nadu.,"Tanneries caused widespread water contamination, harming both public health and the environment.",High Court ruled in favor of compensation for affected communities due to pollution.,etitioner argued that industries must bear the cost of environmental damage caused by their activities.,"Environmental Protection Act, 1986.","Polluter Pays Principle, Precautionary Principle, and environmental protection laws.",Rulings on corporate accountability in environmental matters and application of the Polluter Pays Principle.,Industries causing environmental harm must compensate affected individuals and take corrective measures.,"Supreme Court enforced stricter regulations on tanneries, applying the Polluter Pays Principle for compensation."
llama2-7b-finetuned,Naz Foundation Vs. Government of NCT of Delhi,Naz Foundation,Government of NCT of Delhi,Decriminalization of same-sex relationships and challenging Section 377 of the IPC.,"The petitioner argued that Section 377 IPC criminalized consensual same-sex acts and violated the right to equality, dignity, and privacy.","Delhi High Court decriminalized homosexuality, finding Section 377 unconstitutional.","The petition argued that Section 377 violated fundamental rights under Articles 14, 15, 19, and 21 by criminalizing private, consensual acts.","Indian Penal Code, 1860.","Rights under Articles 14, 15, 19, and 21 of the Constitution of India.","Previous cases involving personal liberty, privacy, and non-discrimination.","Section 377 violates constitutional rights, including the right to equality and dignity, and must be decriminalized.","Delhi High Court ruled Section 377 unconstitutional, decriminalizing same-sex relations."
llama2-7b-finetuned,Puttaswamy Vs. Union of India,Justice K. S. Puttaswamy (Retd.),Union of India,"Challenge to the Aadhaar scheme, claiming it violated the right to privacy.","The petitioner argued that Aadhaar, by collecting biometric and personal data, infringed upon the fundamental right to privacy.","High Court upheld the constitutionality of the Aadhaar scheme, stating it did not violate privacy rights.","The petitioner contended that privacy is integral to life and personal liberty, and Aadhaar violated that privacy by extensive data collection.","Constitution of India, Article 21.","Rights to privacy, data protection, and autonomy under the Indian Constitution.","Previous cases involving individual privacy, autonomy, and government surveillance powers.",The right to privacy is an essential and fundamental right under Article 21 of the Constitution.,"Supreme Court recognized the right to privacy as a fundamental right, invalidating state surveillance without adequate safeguards."
llama2-7b-finetuned,Keshub Mahindra Vs. Union of India (Bhopal Gas Tragedy Case),Keshub Mahindra,Union of India,Legal responsibility of corporations in industrial disasters involving hazardous substances.,"A gas leak from Union Carbide's Bhopal plant caused mass casualties, raising issues of corporate and criminal liability.",The High Court penalized the company but diluted criminal charges against top executives.,The petitioner claimed the incident was unforeseen and not the result of deliberate negligence or intent.,"Environmental Protection Act, 1986.","Laws concerning environmental protection, corporate accountability, and liability in industrial accidents.",MC Mehta v. Union of India established absolute liability in hazardous industrial activities.,"Enterprises engaging in dangerous activities owe an absolute duty to ensure no harm, irrespective of fault.",Supreme Court ordered compensation for victims and emphasized absolute liability of Union Carbide.
llama2-7b-finetuned,Golaknath Vs. State of Punjab,Golaknath,State of Punjab,Whether Parliament can amend or abridge fundamental rights.,"Petitioners contested a constitutional amendment placing land laws under the Ninth Schedule, claiming it infringed on their rights.",High Court ruled that Parliament had constitutional authority to make the amendment.,Petitioners maintained that Parliament cannot use Article 368 to dilute fundamental rights.,"Constitution of India, Article 368 and Fundamental Rights.",Amendment powers are subject to implied limitations when affecting fundamental rights.,Prior judgments had allowed broad amendment powers; no restriction yet defined.,Parliament cannot curtail fundamental rights via constitutional amendment.,"Supreme Court restricted Parliament’s power to amend fundamental rights, but the ruling was later overruled."
llama2-7b-finetuned,Union Carbide Corporation Vs. Union of India,Union Carbide Corporation,Union of India,Whether the $470 million compensation settlement was just and constitutionally valid.,A settlement of $470 million was reached between Union Carbide and the Indian government for Bhopal gas victims; questions arose over its adequacy and legal validity.,The High Court accepted the settlement but victim groups challenged its sufficiency.,"Petitioner contended that the agreed compensation was lawful, final, and fairly negotiated.","Bhopal Gas Leak Disaster (Processing of Claims) Act, 1985.","Absolute liability doctrine, just compensation principles under tort and constitutional law.",Past decisions on industrial liability and state responsibility for mass torts.,"Compensation must be adequate, but Supreme Court allowed scope for future claims due to ongoing harm.",Supreme Court validated the settlement but kept the door open for future claims due to continuing injuries or under-assessment.
llama2-7b-finetuned,Sheela Barse Vs. State of Maharashtra,Sheela Barse,State of Maharashtra,Protection of women prisoners from custodial violence.,Journalist Sheela Barse filed a PIL after reporting abuse of women prisoners in Maharashtra.,Recommended reforms but did not enforce strict guidelines.,Claimed custodial abuse violated Article 21 and demanded safeguards.,Article 21 of the Constitution of India.,Guidelines on prisoner rights and custodial safety.,DK Basu case on custodial violence.,Women prisoners are entitled to dignity and protection under Article 21.,Supreme Court mandated reforms for better treatment and monitoring of women in custody.
llama2-7b-finetuned,Bandhua Mukti Morcha Vs. Union of India,Bandhua Mukti Morcha,Union of India,Constitutional validity of bonded labor and state responsibility to address it.,A PIL was filed highlighting the exploitation of bonded laborers in degrading conditions.,High Court provided interim relief but avoided systemic directions.,"The petitioner claimed bonded labor violated Articles 21 and 23, demanding strong state action.","Bonded Labour System (Abolition) Act, 1976.",Constitutional and statutory provisions related to forced labor.,Earlier Supreme Court rulings on forced labor and labor rights.,Bonded labor violates fundamental rights and demands state-led rehabilitation.,"Supreme Court mandated proactive measures for identification, release, and rehabilitation of bonded laborers."
llama2-7b-finetuned,State of Karnataka Vs. Krishna Kumar,State of Karnataka,Krishna Kumar,Whether the denial of reservation under the education policy violated the right to education.,"State's policy denied reservation benefits to a group of students, leading to a legal challenge.","High Court sided with the students, holding that reservations were essential for equality in education.",Petitioner contended that the denial was necessary to maintain efficiency.,"Constitution of India, Article 21A.",Reservation provisions in educational institutions framed under the Constitution and statutory laws.,Indra Sawhney & other relevant cases on reservation and affirmative action in education.,The Court held that denial of reservations violates the right to education and must be remedied.,Supreme Court directed the state to revise its education policy to include fair reservation provisions.
llama2-7b-finetuned,Ramesh Dalal Vs. Union of India,Ramesh Dalal,Union of India,Whether convicted legislators should be disqualified immediately.,The petitioner argued that permitting convicted legislators to remain in office during the appeal process undermines democratic integrity.,"High Court maintained the status quo, permitting legislators to remain in office until appeals concluded.",Petitioners maintained that immediate disqualification is necessary to preserve public trust and democracy.,"Representation of the People Act, 1951.",Clear disqualification provisions for convicted public officials.,Lily Thomas and related rulings on immediate disqualification in electoral law.,Immediate disqualification is required to uphold the integrity of the electoral system.,"Supreme Court mandated that upon conviction, MPs and MLAs must be disqualified."
llama2-7b-finetuned,Mohini Jain Vs. State of Karnataka,Mohini Jain,State of Karnataka,Whether high capitation fees in private medical colleges violate the fundamental right to education.,A PIL was filed against exorbitant capitation fees limiting access to medical education.,High Court upheld the fee structure under existing regulations.,Petitioner contended that financial barriers in education violate the principle of equal access to education.,"Constitution of India, Article 21A.",Guidelines governing fee structures for private educational institutions.,Unni Krishnan case emphasizing education as a fundamental right.,Capitation fees that limit access are unconstitutional.,"Supreme Court ruled capitation fees unconstitutional, reinforcing the right to education."
llama2-7b-finetuned,State of Maharashtra Vs. Madhukar Narayan Mardikar,State of Maharashtra,Madhukar Narayan Mardikar,Right to privacy and protection of women’s dignity.,"A woman, denied legal protection because of her profession, raised concerns about equality and dignity.",High Court upheld her right to legal protection.,Argued that a woman’s occupation should not diminish her entitlement to fundamental rights.,"Constitution of India, Article 21.",Fundamental Rights and Women’s Protection Laws.,Precedents on gender equality and the right to dignity.,"All women, irrespective of their profession, are entitled to equal protection and dignity.",Supreme Court affirmed that the right to dignity and privacy extends equally to all women.
llama2-7b-finetuned,Jarnail Singh Vs. Lachhmi Narain Gupta,Jarnail Singh,Lachhmi Narain Gupta,Whether reservation in promotions for SC/ST employees.,The case challenged the validity of reservations in promotions without data-driven evidence of backwardness.,High Court ruled against unquantified reservations in promotions.,Petitioner contended that reservation policies must be supported by data to prove backwardness before implementation.,"Constitution of India, Article 16(4A).",Reservation policies in public employment requiring evidence-based justification.,Indra Sawhney case on reservation.,Reservations in promotions must be substantiated with quantifiable evidence of backwardness.,Supreme Court affirmed that reservations in promotions require measurable data to justify the policy.
llama2-7b-finetuned,Gian Kaur Vs. State of Punjab,Gian Kaur,State of Punjab,Whether abetment of suicide under Section 306 IPC violates Article 21.,Petitioner claimed that the right to life includes the right to die.,High Court held Section 306 IPC unconstitutional.,Petitioner argued personal liberty includes the right to die.,IPC Section 306.,Right to Life under Article 21.,P. Rathinam case.,Article 21 does not imply a right to die.,Supreme Court upheld Section 306 IPC and confirmed that abetment of suicide is a punishable offense.
llama2-7b-finetuned,K. S. Puttaswamy (Retd.) Vs. Union of India (Aadhaar Case),K. S. Puttaswamy (Retd.),Union of India,Does mandatory Aadhaar linking violate the right to privacy under Article 21.,"Challenge against Aadhaar’s compulsory use for welfare and services, citing violation of privacy.",High Court upheld Aadhaar scheme.,Aadhaar violates informational autonomy and personal privacy.,Constitution of India.,"Aadhaar Act, 2016.",Prior judgments affirming privacy as intrinsic to dignity.,Right to privacy is fundamental; state must ensure proportionality in data collection.,Supreme Court upheld Aadhaar but limited mandatory usage to subsidies and government benefits.
llama2-7b-finetuned,Shayara Bano Vs. Union of India,Shayara Bano,Union of India,Whether instant triple talaq violates fundamental rights under the Constitution.,Shayara Bano contested the practice of talaq-e-biddat (instant triple talaq) on grounds of discrimination.,High Court upheld its validity under personal law.,"Petitioner claimed triple talaq is unjust, violates dignity and equality.","Articles 14, 15, and 21 of the Constitution.","Muslim Personal Law (Shariat) Application Act, 1937.",Past cases recognizing gender justice in personal law interpretation.,The practice is manifestly arbitrary and violates fundamental rights.,Supreme Court declared instant triple talaq unconstitutional and invalid.
llama2-7b-finetuned,Common Cause Vs. Union of India,Common Cause,Union of India,Whether passive euthanasia and living wills are constitutionally valid.,Common Cause filed a petition seeking recognition of passive euthanasia and the right to living wills.,High Court rejected passive euthanasia as unconstitutional.,Petitioner contended that right to die with dignity should include the right to refuse life support.,"Constitution of India, Article 21.",Proposed legal framework for passive euthanasia and living wills.,Aruna Shanbaug case allowed limited passive euthanasia with court approval.,Right to die with dignity is an integral part of Article 21.,Supreme Court allowed passive euthanasia and validated living wills under strict safeguards.
llama2-7b-finetuned,MC Mehta Vs. Kamal Nath,MC Mehta,Kamal Nath,Whether private construction on riverbeds violates environmental and public trust principles.,Construction of a private resort led to river diversion and ecological harm in forest land.,High Court levied a penalty but did not halt the resort project.,Petitioner claimed the resort infringed public rights over natural resources and damaged the river.,"Environmental Protection Act, 1986.",Doctrine of Public Trust and sustainable development principles.,Earlier judgments affirming that environment must be protected for public benefit.,Public Trust Doctrine prohibits private exploitation of natural resources like rivers and forests.,Supreme Court invoked Public Trust Doctrine and ordered restoration of the riverbed and forest.
llama2-7b-finetuned,State of Tamil Nadu Vs. K. Balu,State of Tamil Nadu,K. Balu,Whether liquor shops near highways contribute to road accidents and should be regulated.,A PIL sought removal of liquor outlets within 500 meters of highways to reduce traffic fatalities.,High Court allowed current licensing policies to continue.,Petitioner asserted liquor shops near highways increased drunk driving and road hazards.,"Motor Vehicles Act, 1988.",Road Safety Guidelines and Liquor Licensing Laws.,Previous rulings on balancing public safety with commercial interests.,Public interest and safety outweigh the right to conduct liquor trade near highways.,Supreme Court banned liquor shops within 500 meters of highways for safety reasons.
llama2-7b-finetuned,Delhi Transport Corporation Vs. DTC Mazdoor Congress,Delhi Transport Corporation,DTC Mazdoor Congress,Whether the dismissal of employees without due process violated principles of natural justice.,"Employees were terminated without inquiry or justification, raising concerns of unfair labor practices.",High Court found the dismissals illegal and ordered reinstatement with benefits.,DTC contended that it had the authority to terminate based on organizational needs.,"Constitution of India, Article 14.","Industrial Disputes Act, 1947.",Landmark decisions requiring fair procedure in labor dismissals.,Arbitrary dismissal violates Article 14 and principles of fairness.,"Supreme Court affirmed reinstatement, emphasizing the need for fair inquiry before termination."
